Dog_Number,Primary_Colour_Code,Secondary_Colour_Code,Age,Animal_Sex,Desexed,Worker,Classification,Microchip_Flag,Total_Complains
11687,DARK,DARK,4,F,N,N,0,N,0
11822,LIGHT,LIGHT,4,F,N,N,0,N,0
12164,LIGHT,LIGHT,4,M,N,N,0,N,0
16340,LIGHT,LIGHT,4,F,N,N,0,N,0
16413,LIGHT,LIGHT,4,F,Y,N,0,N,0
214023,LIGHT,LIGHT,4,M,N,N,0,Y,0
227812,LIGHT,LIGHT,4,M,Y,N,0,Y,0
229684,DARK,LIGHT,4,M,N,N,0,N,0
237046,DARK,LIGHT,4,M,N,N,0,Y,0
26637,LIGHT,LIGHT,4,M,Y,N,0,N,0
3526,DARK,DARK,4,F,Y,N,0,N,0
79418,LIGHT,LIGHT,4,M,N,N,0,N,0
87639,LIGHT,DARK,4,F,N,N,0,N,0
114606,LIGHT,LIGHT,4,M,N,N,0,N,0
117477,DARK,DARK,4,M,N,N,0,N,0
124,DARK,DARK,4,F,N,N,0,N,0
125161,DARK,LIGHT,4,F,N,N,0,N,0
12957,DARK,DARK,4,F,Y,N,0,N,0
135868,DARK,DARK,4,M,N,N,0,Y,0
16267,LIGHT,LIGHT,4,F,Y,N,0,N,0
17715,LIGHT,LIGHT,4,M,N,N,0,N,0
17886,DARK,DARK,4,F,Y,N,0,N,0
18211,LIGHT,LIGHT,4,M,N,N,0,N,0
18714,DARK,DARK,4,F,N,N,0,N,0
21690,LIGHT,LIGHT,4,F,Y,N,0,N,0
221035,DARK,DARK,4,M,N,N,0,Y,0
225058,DARK,DARK,4,M,N,N,0,Y,0
226206,DARK,LIGHT,4,F,N,N,0,Y,0
227370,LIGHT,LIGHT,4,M,N,N,0,Y,0
28738,DARK,DARK,4,M,N,N,0,N,0
39425,DARK,DARK,4,F,Y,N,0,N,0
41462,DARK,DARK,4,F,N,N,0,N,0
41657,DARK,DARK,4,F,Y,N,0,N,0
43040,LIGHT,LIGHT,4,M,Y,N,0,Y,0
4583,LIGHT,LIGHT,4,F,N,N,0,N,0
6252,LIGHT,LIGHT,4,F,N,N,0,N,0
9544,DARK,DARK,4,F,Y,N,0,N,0
10195,DARK,LIGHT,4,M,Y,N,0,N,0
10417,DARK,LIGHT,4,F,Y,N,0,N,0
16133,LIGHT,LIGHT,4,F,Y,N,0,N,0
227371,DARK,DARK,4,M,N,N,0,Y,0
9686,DARK,DARK,4,M,Y,N,0,N,0
120761,DARK,DARK,4,F,N,N,0,Y,0
121499,DARK,DARK,4,F,Y,N,0,N,0
13071,DARK,DARK,4,M,N,N,0,Y,0
140398,DARK,DARK,4,M,N,N,0,Y,0
17855,DARK,DARK,4,M,N,N,0,Y,0
18161,DARK,LIGHT,4,M,N,N,0,Y,0
1987,LIGHT,LIGHT,4,F,N,N,0,N,0
219045,LIGHT,DARK,4,F,Y,N,0,Y,0
228614,LIGHT,LIGHT,4,M,N,N,0,Y,0
6687,DARK,DARK,4,F,N,N,0,N,0
7976,DARK,DARK,4,M,N,N,0,N,0
85251,LIGHT,DARK,4,M,N,N,0,Y,0
9028,DARK,DARK,4,M,N,N,0,N,0
114876,DARK,LIGHT,4,M,Y,N,0,Y,0
13352,DARK,LIGHT,4,M,Y,N,0,N,0
14236,DARK,DARK,4,M,Y,N,0,N,0
14618,DARK,DARK,4,M,N,N,0,N,0
226329,LIGHT,LIGHT,4,M,N,N,0,Y,0
227214,LIGHT,DARK,4,F,N,N,0,Y,0
23928,LIGHT,LIGHT,4,M,Y,N,0,N,0
2718,LIGHT,LIGHT,4,F,N,N,0,N,0
45004,DARK,DARK,4,F,Y,N,0,N,0
5498,DARK,LIGHT,4,M,Y,N,0,N,0
96320,LIGHT,LIGHT,4,F,Y,N,0,N,0
10484,DARK,LIGHT,4,F,N,N,0,Y,0
178147,LIGHT,LIGHT,4,F,N,N,0,Y,0
226883,LIGHT,LIGHT,4,F,Y,N,0,Y,0
44376,LIGHT,LIGHT,4,M,Y,N,0,N,0
6069,DARK,DARK,4,M,N,N,0,N,0
1207,DARK,DARK,4,M,N,N,0,N,0
12408,DARK,DARK,4,M,N,N,0,N,0
1412,LIGHT,LIGHT,4,M,N,N,0,N,0
18258,DARK,LIGHT,4,F,N,N,0,N,0
225305,DARK,LIGHT,4,F,Y,N,0,Y,0
225929,LIGHT,LIGHT,4,F,N,N,0,Y,0
226583,LIGHT,LIGHT,4,F,N,N,0,Y,0
230783,DARK,LIGHT,4,F,N,N,0,Y,0
236490,LIGHT,LIGHT,4,F,N,N,0,Y,0
41098,LIGHT,LIGHT,4,F,Y,N,0,N,0
43105,LIGHT,LIGHT,4,F,N,N,0,N,0
9472,DARK,LIGHT,4,M,Y,N,0,N,0
17704,DARK,DARK,4,M,Y,N,0,N,0
214907,DARK,DARK,4,F,N,N,0,Y,0
24651,DARK,LIGHT,4,M,N,N,0,N,0
95727,DARK,LIGHT,4,M,N,N,0,N,0
9951,DARK,DARK,4,M,N,N,0,N,0
10803,LIGHT,LIGHT,4,M,N,N,0,N,0
10814,LIGHT,LIGHT,4,M,N,N,0,N,0
109404,LIGHT,LIGHT,4,M,N,N,0,N,0
1601,LIGHT,LIGHT,4,F,Y,N,0,N,0
219567,LIGHT,LIGHT,4,F,N,N,0,Y,0
22517,DARK,DARK,4,M,N,N,0,N,0
226832,DARK,LIGHT,4,F,N,N,0,Y,0
227159,LIGHT,LIGHT,4,M,N,N,0,Y,0
227270,DARK,LIGHT,4,F,N,N,0,Y,0
227438,LIGHT,LIGHT,4,M,Y,N,0,Y,0
234904,DARK,DARK,4,M,N,N,0,Y,0
235096,LIGHT,LIGHT,4,F,Y,N,0,Y,0
5458,DARK,DARK,4,M,N,N,0,N,0
5546,DARK,DARK,4,F,N,N,0,N,0
6632,LIGHT,LIGHT,4,M,N,N,0,N,0
9560,DARK,DARK,4,M,N,N,0,N,0
159577,LIGHT,DARK,4,M,Y,N,0,N,0
18138,LIGHT,LIGHT,4,M,N,N,0,N,0
208469,DARK,DARK,4,M,N,N,0,Y,0
226328,LIGHT,LIGHT,4,M,Y,N,0,Y,0
226640,DARK,DARK,4,F,Y,N,0,Y,0
227377,DARK,LIGHT,4,M,N,N,0,Y,0
228488,DARK,DARK,4,M,N,N,0,N,0
23962,LIGHT,LIGHT,4,M,Y,N,0,N,0
30212,DARK,LIGHT,4,M,Y,N,0,N,0
3584,LIGHT,LIGHT,4,F,Y,N,0,N,0
43771,LIGHT,LIGHT,4,F,N,N,0,N,0
115422,DARK,DARK,4,M,Y,N,0,N,0
117917,DARK,DARK,4,F,N,N,0,N,0
18248,DARK,DARK,4,M,N,N,0,N,0
18624,DARK,DARK,4,M,N,N,0,N,0
19965,DARK,DARK,4,F,Y,N,0,N,0
21455,LIGHT,LIGHT,4,M,Y,N,0,N,0
227202,LIGHT,DARK,4,M,N,N,0,Y,0
22777,LIGHT,LIGHT,4,F,Y,N,0,N,0
234754,LIGHT,LIGHT,4,M,N,N,0,Y,0
234784,LIGHT,LIGHT,4,F,Y,N,0,Y,0
23937,DARK,DARK,4,M,N,N,0,Y,0
42327,LIGHT,LIGHT,4,F,Y,N,0,N,0
4969,DARK,DARK,4,M,N,N,0,N,0
5998,DARK,DARK,4,M,N,N,0,N,0
9692,DARK,DARK,4,M,N,N,0,N,0
218759,DARK,DARK,4,F,N,N,0,Y,0
219917,DARK,DARK,4,F,N,N,0,Y,0
226055,DARK,LIGHT,4,M,N,N,0,Y,0
226778,DARK,DARK,4,M,N,N,0,Y,0
229807,DARK,DARK,4,M,Y,N,0,Y,0
351,DARK,DARK,4,F,N,N,0,N,0
45142,DARK,DARK,4,M,Y,N,0,N,0
6757,LIGHT,LIGHT,4,M,N,N,0,N,0
7072,LIGHT,LIGHT,4,M,N,N,0,N,0
12158,DARK,LIGHT,4,M,N,N,0,N,0
167585,DARK,LIGHT,4,M,Y,N,0,Y,0
227190,DARK,LIGHT,4,F,N,N,0,Y,0
227373,LIGHT,LIGHT,4,F,N,N,0,Y,0
231172,LIGHT,DARK,4,M,Y,N,0,Y,0
3406,LIGHT,LIGHT,4,M,Y,N,0,N,0
42491,LIGHT,LIGHT,4,M,N,N,0,N,0
7396,LIGHT,LIGHT,4,M,N,N,0,N,0
9623,DARK,DARK,4,M,N,N,0,N,0
17977,DARK,LIGHT,4,F,N,N,0,N,0
3074,LIGHT,LIGHT,4,F,Y,N,0,N,0
3550,DARK,DARK,4,F,N,N,0,N,0
4272,LIGHT,LIGHT,4,M,N,N,0,N,0
81238,LIGHT,DARK,4,F,Y,N,0,N,0
13190,LIGHT,LIGHT,4,F,Y,N,0,N,0
1508,DARK,DARK,4,M,N,N,0,N,0
219991,LIGHT,LIGHT,4,F,N,N,0,Y,0
225438,DARK,LIGHT,4,F,Y,N,0,Y,0
225568,DARK,LIGHT,4,M,Y,N,0,Y,0
229507,LIGHT,LIGHT,4,F,N,N,0,Y,0
2784,DARK,LIGHT,4,M,N,N,0,N,0
4376,DARK,DARK,4,M,N,N,0,N,0
90275,DARK,LIGHT,4,M,Y,N,0,Y,0
152953,DARK,DARK,4,M,N,N,0,N,0
17944,DARK,DARK,4,F,Y,N,0,N,0
210830,LIGHT,LIGHT,4,M,Y,N,0,Y,0
222199,DARK,LIGHT,4,F,N,N,0,Y,0
228442,LIGHT,LIGHT,4,M,Y,N,0,Y,0
229721,LIGHT,DARK,4,M,N,N,0,Y,0
237359,LIGHT,LIGHT,4,M,N,N,0,Y,0
8742,LIGHT,LIGHT,4,F,N,N,0,N,0
10145,LIGHT,LIGHT,4,F,Y,N,0,N,0
121678,LIGHT,LIGHT,4,M,Y,N,0,Y,0
15156,DARK,DARK,4,M,N,N,0,N,0
17296,DARK,LIGHT,4,M,Y,N,0,N,0
220673,DARK,DARK,4,F,Y,N,0,Y,0
222015,DARK,DARK,4,F,N,N,0,Y,0
226748,DARK,DARK,4,F,N,N,0,Y,0
226950,LIGHT,LIGHT,4,F,N,N,0,Y,0
5064,DARK,DARK,4,F,Y,N,0,N,0
8527,LIGHT,LIGHT,4,F,Y,N,0,N,0
9961,DARK,DARK,4,F,Y,N,0,N,0
12176,DARK,DARK,4,F,Y,N,0,N,0
12285,DARK,DARK,4,F,N,N,0,N,0
232855,DARK,LIGHT,4,M,N,N,0,Y,0
26526,LIGHT,LIGHT,4,F,N,N,0,N,0
27335,DARK,LIGHT,4,F,Y,N,0,N,0
27394,DARK,DARK,4,F,Y,N,0,N,0
30,LIGHT,LIGHT,4,F,N,N,0,N,0
43554,DARK,LIGHT,4,F,N,N,0,N,0
12255,DARK,DARK,4,F,Y,N,0,N,0
18629,LIGHT,LIGHT,4,F,N,N,0,N,0
225361,DARK,LIGHT,4,F,N,N,0,Y,0
226021,LIGHT,LIGHT,4,F,N,N,0,Y,0
226283,DARK,DARK,4,F,N,N,0,Y,0
226465,LIGHT,LIGHT,4,M,N,N,0,Y,0
23391,DARK,DARK,4,M,Y,N,0,N,0
6548,LIGHT,LIGHT,4,F,N,N,0,N,0
910,DARK,DARK,4,M,N,N,0,N,0
232490,LIGHT,LIGHT,4,F,N,N,0,Y,0
234727,LIGHT,LIGHT,4,M,N,N,0,Y,0
7717,DARK,LIGHT,4,M,Y,N,0,N,0
8988,DARK,DARK,4,M,N,N,0,N,0
109584,LIGHT,LIGHT,4,F,N,N,0,N,0
116226,DARK,DARK,4,M,Y,N,0,Y,0
13242,DARK,DARK,4,F,Y,N,0,N,0
14745,DARK,DARK,4,F,N,N,0,N,0
219510,LIGHT,LIGHT,4,F,Y,N,0,Y,0
219624,DARK,DARK,4,M,N,N,0,Y,0
220990,LIGHT,LIGHT,4,M,N,N,0,Y,0
230596,LIGHT,LIGHT,4,F,N,N,0,Y,0
237580,DARK,LIGHT,4,F,N,N,0,Y,0
27660,DARK,DARK,4,F,N,N,0,N,0
5722,LIGHT,LIGHT,4,M,Y,N,0,N,0
98243,LIGHT,LIGHT,4,M,N,N,0,Y,0
118749,DARK,DARK,4,M,Y,N,0,Y,0
18951,LIGHT,LIGHT,4,F,N,N,0,N,0
21961,DARK,LIGHT,4,F,Y,N,0,N,0
221785,DARK,DARK,4,F,N,N,0,Y,0
224052,DARK,LIGHT,4,F,N,N,0,Y,0
225178,LIGHT,DARK,4,F,N,N,0,Y,0
226906,DARK,LIGHT,4,F,Y,N,0,Y,0
226983,LIGHT,LIGHT,4,M,N,N,0,Y,0
228373,DARK,DARK,4,M,N,N,0,Y,0
25153,LIGHT,LIGHT,4,F,N,N,0,N,0
27594,DARK,LIGHT,4,M,Y,N,0,N,0
44928,DARK,DARK,4,M,Y,N,0,N,0
5584,DARK,LIGHT,4,F,N,N,0,N,0
6704,LIGHT,LIGHT,4,M,N,N,0,N,0
6904,LIGHT,LIGHT,4,M,Y,N,0,N,0
903,LIGHT,LIGHT,4,M,Y,N,0,N,0
99812,LIGHT,LIGHT,4,F,N,N,0,N,0
103948,DARK,DARK,4,M,Y,N,0,N,0
115119,DARK,DARK,4,M,N,N,0,N,0
122688,DARK,LIGHT,4,F,Y,N,0,Y,0
127258,DARK,LIGHT,4,F,Y,N,0,Y,0
17137,DARK,DARK,4,M,N,N,0,N,0
1911,DARK,DARK,4,M,N,N,0,N,0
219590,LIGHT,LIGHT,4,M,N,N,0,Y,0
226446,DARK,LIGHT,4,F,N,N,0,Y,0
226998,LIGHT,LIGHT,4,M,N,N,0,Y,0
227037,DARK,DARK,4,F,Y,N,0,Y,0
227382,LIGHT,DARK,4,F,Y,N,0,Y,0
229765,DARK,DARK,4,F,N,N,0,Y,0
4791,DARK,DARK,4,F,N,N,0,N,0
7080,DARK,DARK,4,F,N,N,0,N,0
103949,DARK,LIGHT,4,M,Y,N,0,N,0
108837,LIGHT,LIGHT,4,M,N,N,0,N,0
11754,DARK,LIGHT,4,F,N,N,0,N,0
12347,DARK,LIGHT,4,M,N,N,0,N,0
13060,DARK,DARK,4,M,N,N,0,N,0
13204,DARK,DARK,4,F,N,N,0,N,0
14150,LIGHT,LIGHT,4,F,N,N,0,N,0
175407,LIGHT,LIGHT,4,F,Y,N,0,Y,0
17655,LIGHT,LIGHT,4,M,Y,N,0,N,0
21619,LIGHT,LIGHT,4,M,Y,N,0,N,0
220772,DARK,DARK,4,F,N,N,0,Y,0
235449,LIGHT,LIGHT,4,M,N,N,0,Y,0
24345,DARK,DARK,4,F,Y,N,0,N,0
5022,LIGHT,LIGHT,4,M,N,N,0,N,0
5857,LIGHT,LIGHT,4,M,N,N,0,N,0
80139,DARK,LIGHT,4,M,N,N,0,N,0
8553,DARK,DARK,4,F,N,N,0,N,0
8718,LIGHT,LIGHT,4,M,N,N,0,N,0
94435,DARK,LIGHT,4,F,N,N,0,N,0
95056,LIGHT,LIGHT,4,F,Y,N,0,N,0
96583,DARK,DARK,4,M,Y,N,0,N,0
14100,DARK,DARK,4,F,N,N,0,N,0
14198,DARK,LIGHT,4,F,N,N,0,N,0
14938,LIGHT,LIGHT,4,F,Y,N,0,N,0
222754,DARK,LIGHT,4,F,N,N,0,Y,0
228170,LIGHT,LIGHT,4,M,N,N,0,Y,0
229538,LIGHT,LIGHT,4,M,Y,N,0,Y,0
234637,DARK,DARK,4,M,Y,N,0,Y,0
2749,DARK,DARK,4,F,Y,N,0,N,0
30019,DARK,DARK,4,F,Y,N,0,Y,0
44627,DARK,DARK,4,F,N,N,0,N,0
7945,DARK,LIGHT,4,F,Y,N,0,N,0
8394,LIGHT,LIGHT,4,F,N,N,0,N,0
89093,DARK,DARK,4,M,Y,N,0,N,0
19842,DARK,LIGHT,4,M,Y,N,0,N,0
219338,LIGHT,LIGHT,4,F,N,N,0,Y,0
225693,DARK,DARK,4,F,Y,N,0,Y,0
227264,LIGHT,LIGHT,4,M,N,N,0,Y,0
27258,DARK,LIGHT,4,M,N,N,0,N,0
41136,LIGHT,LIGHT,4,M,N,N,0,N,0
8579,DARK,LIGHT,4,M,N,N,0,N,0
88974,DARK,DARK,4,M,N,N,0,N,0
134126,DARK,DARK,4,F,Y,N,0,Y,0
15022,LIGHT,LIGHT,4,F,N,N,0,N,0
158517,LIGHT,DARK,4,F,Y,N,0,Y,0
223070,DARK,LIGHT,4,M,N,N,0,Y,0
226054,LIGHT,LIGHT,4,M,Y,N,0,Y,0
227241,LIGHT,LIGHT,4,M,N,N,0,Y,0
229671,LIGHT,DARK,4,F,N,N,0,Y,0
2323,DARK,DARK,4,M,N,N,0,N,0
232540,DARK,DARK,4,F,N,N,0,Y,0
236429,LIGHT,LIGHT,4,M,N,N,0,Y,0
2380,LIGHT,LIGHT,4,F,N,N,0,N,0
27067,LIGHT,LIGHT,4,F,Y,N,0,N,0
41194,LIGHT,LIGHT,4,F,Y,N,0,N,0
42101,LIGHT,LIGHT,4,F,Y,N,0,N,0
5640,DARK,LIGHT,4,M,Y,N,0,N,0
6682,LIGHT,LIGHT,4,F,N,N,0,N,0
6661,LIGHT,LIGHT,4,F,N,N,0,N,0
6801,LIGHT,LIGHT,4,F,N,N,0,N,0
8514,DARK,DARK,4,F,Y,N,0,N,0
888,LIGHT,LIGHT,4,F,N,N,0,N,0
13345,LIGHT,LIGHT,4,M,N,N,0,N,0
17614,DARK,LIGHT,4,F,N,N,0,N,0
18888,DARK,DARK,4,M,N,N,0,N,0
222474,DARK,LIGHT,4,M,N,N,0,N,0
225690,LIGHT,LIGHT,4,F,N,N,0,Y,0
226963,LIGHT,LIGHT,4,M,Y,N,0,Y,0
233197,DARK,DARK,4,F,Y,N,0,Y,0
2532,LIGHT,LIGHT,4,F,Y,N,0,N,0
25746,LIGHT,LIGHT,4,M,Y,N,0,N,0
28756,DARK,DARK,4,M,Y,N,0,N,0
78109,DARK,DARK,4,M,N,N,0,Y,0
8471,DARK,LIGHT,4,F,N,N,0,N,0
8607,LIGHT,LIGHT,4,M,N,N,0,N,0
89371,LIGHT,LIGHT,4,F,N,N,0,N,0
17466,DARK,DARK,4,M,N,N,0,N,0
19905,LIGHT,LIGHT,4,M,Y,N,0,N,0
2121,LIGHT,LIGHT,4,F,Y,N,0,N,0
226360,DARK,DARK,4,F,N,N,0,Y,0
226995,DARK,DARK,4,F,N,N,0,Y,0
228987,DARK,DARK,4,M,N,N,0,Y,0
232952,LIGHT,LIGHT,4,M,N,N,0,Y,0
24377,DARK,DARK,4,F,Y,N,0,N,0
30776,DARK,DARK,4,F,Y,N,0,N,0
3080,LIGHT,LIGHT,4,M,N,N,0,N,0
4457,DARK,DARK,4,M,N,N,0,N,0
4979,LIGHT,LIGHT,4,F,N,N,0,N,0
5516,DARK,DARK,4,M,N,N,0,N,0
116053,LIGHT,LIGHT,4,M,N,N,0,N,0
18326,DARK,DARK,4,F,N,N,0,N,0
22589,LIGHT,LIGHT,4,F,Y,N,0,N,0
226763,DARK,LIGHT,4,F,N,N,0,Y,0
227117,DARK,DARK,4,M,Y,N,0,Y,0
228737,DARK,DARK,4,F,Y,N,0,Y,0
236568,LIGHT,LIGHT,4,M,Y,N,0,Y,0
26419,LIGHT,LIGHT,4,F,Y,N,0,N,0
107215,DARK,DARK,4,F,N,N,0,N,0
1143,DARK,DARK,4,F,N,N,0,N,0
220300,DARK,LIGHT,4,F,N,N,0,Y,0
225451,DARK,LIGHT,4,M,Y,N,0,Y,0
229791,LIGHT,LIGHT,4,F,Y,N,0,Y,0
234825,DARK,LIGHT,4,F,N,N,0,Y,0
237286,LIGHT,LIGHT,4,F,N,N,0,N,0
24447,LIGHT,LIGHT,4,M,N,N,0,N,0
43858,DARK,LIGHT,4,M,N,N,0,N,0
4989,DARK,DARK,4,F,Y,N,0,N,0
7715,LIGHT,LIGHT,4,F,N,N,0,N,0
80787,DARK,LIGHT,4,F,Y,N,0,N,0
83977,DARK,DARK,4,M,N,N,0,N,0
85067,LIGHT,LIGHT,4,M,Y,N,0,Y,0
122341,DARK,DARK,4,M,N,N,0,Y,0
1635,LIGHT,LIGHT,4,M,N,N,0,N,0
191964,LIGHT,LIGHT,4,F,Y,N,0,N,0
220864,LIGHT,DARK,4,F,N,N,0,Y,0
229282,DARK,DARK,4,M,N,N,0,Y,0
230324,DARK,DARK,4,F,Y,N,0,Y,0
98309,DARK,DARK,4,F,Y,N,0,N,0
98877,DARK,DARK,4,M,Y,N,0,N,0
105877,LIGHT,DARK,4,M,N,N,0,N,0
13094,LIGHT,LIGHT,4,F,N,N,0,N,0
17928,LIGHT,LIGHT,4,M,N,N,0,N,0
17958,LIGHT,LIGHT,4,M,Y,N,0,N,0
19722,DARK,DARK,4,M,N,N,0,N,0
227517,DARK,DARK,4,M,N,N,0,Y,0
3279,LIGHT,LIGHT,4,M,N,N,0,N,0
3548,DARK,DARK,4,F,N,N,0,N,0
3666,DARK,DARK,4,M,N,N,0,N,0
441,DARK,LIGHT,4,F,Y,N,0,N,0
4418,DARK,DARK,4,M,Y,N,0,N,0
44764,DARK,DARK,4,M,N,N,0,N,0
7772,LIGHT,LIGHT,4,F,Y,N,0,N,0
8029,DARK,DARK,4,F,N,N,0,N,0
964,LIGHT,LIGHT,4,M,N,N,0,N,0
13506,DARK,LIGHT,4,F,Y,N,0,N,0
1431,DARK,LIGHT,4,M,N,N,0,N,0
196634,LIGHT,DARK,4,F,N,N,0,Y,0
211636,DARK,LIGHT,4,M,N,N,0,Y,0
226056,LIGHT,LIGHT,4,F,N,N,0,Y,0
229229,LIGHT,LIGHT,4,M,Y,N,0,Y,0
234663,DARK,DARK,4,M,N,N,0,Y,0
2703,DARK,DARK,4,F,N,N,0,N,0
4317,LIGHT,LIGHT,4,F,N,N,0,N,0
7159,LIGHT,LIGHT,4,F,N,N,0,N,0
1371,LIGHT,LIGHT,4,M,N,N,0,N,0
152935,LIGHT,LIGHT,4,F,N,N,0,N,0
204292,DARK,LIGHT,4,F,N,N,0,Y,0
225537,LIGHT,LIGHT,4,F,N,N,0,Y,0
226707,LIGHT,LIGHT,4,M,N,N,0,Y,0
230365,DARK,LIGHT,4,M,N,N,0,Y,0
235439,DARK,LIGHT,4,F,N,N,0,Y,0
40387,DARK,LIGHT,4,M,Y,N,0,N,0
10331,LIGHT,LIGHT,4,M,N,N,0,N,0
16391,DARK,DARK,4,F,Y,N,0,N,0
186623,LIGHT,LIGHT,4,F,Y,N,0,Y,0
219522,DARK,DARK,4,F,N,N,0,N,0
225028,DARK,LIGHT,4,F,Y,N,0,Y,0
225614,DARK,DARK,4,F,N,N,0,Y,0
225970,DARK,LIGHT,4,M,N,N,0,Y,0
29211,DARK,DARK,4,M,N,N,0,N,0
42588,LIGHT,LIGHT,4,M,N,N,0,N,0
47,DARK,DARK,4,M,N,N,0,N,0
6785,DARK,DARK,4,M,N,N,0,N,0
80286,DARK,DARK,4,F,N,N,0,N,0
8035,LIGHT,LIGHT,4,M,N,N,0,N,0
8777,DARK,LIGHT,4,F,Y,N,0,N,0
105745,DARK,DARK,4,F,Y,N,0,N,0
184139,DARK,LIGHT,4,M,N,N,0,Y,0
222377,DARK,LIGHT,4,F,N,N,0,Y,0
228878,LIGHT,LIGHT,4,F,Y,N,0,Y,0
229884,LIGHT,DARK,4,M,N,N,0,Y,0
230587,DARK,LIGHT,4,F,N,N,0,Y,0
28375,DARK,DARK,4,M,N,N,0,Y,0
4929,LIGHT,LIGHT,4,M,N,N,0,N,0
6067,DARK,DARK,4,M,N,N,0,N,0
6514,LIGHT,LIGHT,4,M,N,N,0,N,0
113524,DARK,DARK,4,M,Y,N,0,Y,0
17860,LIGHT,LIGHT,4,M,N,N,0,N,0
196561,LIGHT,DARK,4,F,N,N,0,Y,0
220855,LIGHT,DARK,4,M,Y,N,0,Y,0
226682,LIGHT,DARK,4,M,N,N,0,Y,0
226899,DARK,DARK,4,F,N,N,0,Y,0
227521,LIGHT,LIGHT,4,M,N,N,0,Y,0
236996,LIGHT,LIGHT,4,F,N,N,0,Y,0
6655,LIGHT,LIGHT,4,M,Y,N,0,N,0
97780,DARK,LIGHT,4,F,N,N,0,N,0
107332,LIGHT,DARK,4,M,Y,N,0,Y,0
1721,DARK,DARK,4,M,N,N,0,N,0
225468,DARK,LIGHT,4,M,N,N,0,Y,0
225801,DARK,LIGHT,4,M,N,N,0,Y,0
226010,DARK,DARK,4,M,N,N,0,Y,0
227346,LIGHT,LIGHT,4,F,N,N,0,Y,0
227478,LIGHT,LIGHT,4,M,Y,N,0,Y,0
234758,LIGHT,LIGHT,4,F,Y,N,0,Y,0
237048,LIGHT,LIGHT,4,M,N,N,0,Y,0
30841,DARK,LIGHT,4,M,N,N,0,N,0
3527,LIGHT,LIGHT,4,M,N,N,0,N,0
4570,DARK,DARK,4,M,N,N,0,N,0
110245,LIGHT,LIGHT,4,F,N,N,0,N,0
112035,DARK,LIGHT,4,F,Y,N,0,Y,0
12134,DARK,DARK,4,M,Y,N,0,N,0
123674,DARK,LIGHT,4,F,N,N,0,Y,0
15982,DARK,DARK,4,M,N,N,0,N,0
21703,LIGHT,LIGHT,4,F,Y,N,0,N,0
226803,DARK,LIGHT,4,M,N,N,0,Y,0
3849,DARK,DARK,4,M,N,N,0,N,0
41551,DARK,DARK,4,F,Y,N,0,N,0
44383,LIGHT,LIGHT,4,M,Y,N,0,Y,0
79311,DARK,DARK,4,F,Y,N,0,N,0
8148,DARK,DARK,4,M,N,N,0,N,0
10428,DARK,LIGHT,4,M,N,N,0,N,0
12392,DARK,DARK,4,F,N,N,0,N,0
179609,DARK,LIGHT,4,M,Y,N,0,Y,0
18144,LIGHT,LIGHT,4,F,N,N,0,N,0
226844,LIGHT,LIGHT,4,F,Y,N,0,Y,0
228153,DARK,LIGHT,4,F,N,N,0,Y,0
229762,LIGHT,LIGHT,4,F,N,N,0,Y,0
236660,LIGHT,LIGHT,4,F,Y,N,0,Y,0
4878,DARK,DARK,4,M,N,N,0,N,0
8161,LIGHT,LIGHT,4,F,Y,N,0,N,0
88571,DARK,DARK,4,F,N,N,0,N,0
9295,DARK,DARK,4,M,N,N,0,N,0
122280,LIGHT,DARK,4,F,N,N,0,Y,0
160885,LIGHT,LIGHT,4,F,Y,N,0,Y,0
214082,LIGHT,DARK,4,M,N,N,0,Y,0
228566,LIGHT,LIGHT,4,M,Y,N,0,Y,0
229640,LIGHT,LIGHT,4,F,N,N,0,Y,0
28611,LIGHT,LIGHT,4,F,N,N,0,N,0
2871,DARK,DARK,4,M,Y,N,0,N,0
4371,LIGHT,LIGHT,4,M,Y,N,0,N,0
5156,LIGHT,LIGHT,4,M,Y,N,0,N,0
98874,LIGHT,DARK,4,F,N,N,0,N,0
10354,DARK,LIGHT,4,M,N,N,0,N,0
10677,LIGHT,LIGHT,4,M,Y,N,0,N,0
1494,DARK,LIGHT,4,M,N,N,0,N,0
223042,LIGHT,LIGHT,4,F,N,N,0,Y,0
226768,DARK,DARK,4,M,N,N,0,Y,0
26347,DARK,DARK,4,F,N,N,0,Y,0
3195,LIGHT,LIGHT,4,F,Y,N,0,N,0
40706,LIGHT,LIGHT,4,F,N,N,0,N,0
440,DARK,DARK,4,F,Y,N,0,N,0
5275,LIGHT,LIGHT,4,M,N,N,0,N,0
5350,LIGHT,LIGHT,4,M,N,N,0,N,0
13714,LIGHT,LIGHT,4,M,N,N,0,N,0
15279,DARK,DARK,4,F,N,N,0,N,0
21934,LIGHT,LIGHT,4,F,Y,N,0,N,0
225733,DARK,LIGHT,4,M,N,N,0,Y,0
227014,DARK,DARK,4,M,N,N,0,Y,0
227381,DARK,LIGHT,4,F,Y,N,0,Y,0
3867,LIGHT,LIGHT,4,F,N,N,0,N,0
105794,LIGHT,LIGHT,4,F,N,N,0,N,0
11229,LIGHT,LIGHT,4,F,N,N,0,N,0
14368,LIGHT,LIGHT,4,F,Y,N,0,N,0
220542,DARK,LIGHT,4,M,N,N,0,N,0
224424,DARK,DARK,4,F,N,N,0,Y,0
