Dog_Number,Primary_Colour_Code,Secondary_Colour_Code,Age,Animal_Sex,Desexed,Worker,Classification,Microchip_Flag,Total_Complains
42985,LIGHT,LIGHT,11,F,Y,N,0,N,0
43417,DARK,DARK,11,F,Y,N,0,N,0
91893,DARK,LIGHT,11,M,Y,N,0,N,0
13741,DARK,DARK,11,F,Y,N,0,N,0
14055,LIGHT,LIGHT,11,M,Y,N,0,N,0
20195,DARK,DARK,11,F,Y,N,0,N,0
20938,LIGHT,LIGHT,11,F,Y,N,0,N,0
21781,DARK,LIGHT,11,M,Y,N,0,N,0
222879,LIGHT,LIGHT,11,F,Y,N,0,Y,0
26872,DARK,DARK,11,F,Y,N,0,Y,0
44321,LIGHT,LIGHT,11,M,Y,N,0,N,0
7276,DARK,DARK,11,M,Y,N,0,N,0
9590,DARK,DARK,11,M,N,N,0,N,0
148824,LIGHT,DARK,11,M,Y,N,0,Y,0
225403,LIGHT,LIGHT,11,M,Y,N,0,Y,0
228462,DARK,LIGHT,11,F,N,N,0,Y,0
2346,DARK,DARK,11,M,Y,N,0,N,0
16375,DARK,DARK,11,F,Y,N,0,N,0
44494,DARK,DARK,11,F,N,N,0,N,0
4760,LIGHT,LIGHT,11,F,N,N,0,N,0
805,LIGHT,LIGHT,11,F,Y,N,0,N,0
108535,LIGHT,LIGHT,11,F,Y,N,0,Y,0
120921,LIGHT,DARK,11,F,Y,N,0,Y,0
13301,DARK,DARK,11,M,Y,N,0,N,0
136868,DARK,LIGHT,11,M,Y,N,0,Y,0
142020,LIGHT,LIGHT,11,F,Y,N,0,Y,0
195845,LIGHT,LIGHT,11,F,N,N,0,Y,0
2488,DARK,DARK,11,M,N,N,0,N,0
2819,LIGHT,LIGHT,11,F,Y,N,0,N,0
28630,DARK,DARK,11,F,Y,N,0,N,0
10478,LIGHT,LIGHT,11,F,Y,N,0,N,0
221249,DARK,DARK,11,F,N,N,0,Y,0
223249,LIGHT,LIGHT,11,M,N,N,0,Y,0
23976,LIGHT,LIGHT,11,F,Y,N,0,N,0
10140,DARK,DARK,11,M,N,N,0,N,0
117156,DARK,DARK,11,F,N,N,0,Y,0
3270,DARK,DARK,11,M,N,N,0,N,0
3318,LIGHT,LIGHT,11,F,Y,N,0,N,0
3846,DARK,DARK,11,F,Y,N,0,N,0
92257,LIGHT,LIGHT,11,F,Y,N,0,N,0
105148,DARK,DARK,11,M,Y,N,0,Y,0
15813,DARK,DARK,11,F,Y,N,0,N,0
162806,LIGHT,LIGHT,11,M,Y,N,0,Y,0
18159,LIGHT,LIGHT,11,M,Y,N,0,N,0
202463,LIGHT,LIGHT,11,F,Y,N,0,Y,0
223250,DARK,DARK,11,M,N,N,0,N,0
29810,LIGHT,LIGHT,11,F,Y,N,0,N,0
3928,DARK,DARK,11,F,Y,N,0,N,0
40742,DARK,DARK,11,F,Y,N,0,Y,0
89833,DARK,DARK,11,M,N,N,0,N,0
99976,DARK,DARK,11,F,Y,N,0,N,0
136347,LIGHT,LIGHT,11,M,Y,N,0,Y,0
233867,DARK,LIGHT,11,M,Y,N,0,Y,0
3184,LIGHT,LIGHT,11,F,Y,N,0,N,0
4322,DARK,DARK,11,F,Y,N,0,N,0
219574,DARK,DARK,11,F,Y,N,0,Y,0
220978,LIGHT,LIGHT,11,F,Y,N,0,Y,0
222917,DARK,LIGHT,11,F,N,N,0,Y,0
2623,DARK,DARK,11,F,Y,N,0,N,0
4361,LIGHT,LIGHT,11,F,Y,N,0,N,0
4917,DARK,DARK,11,M,N,N,0,N,0
79525,DARK,LIGHT,11,M,N,N,0,N,0
149263,DARK,LIGHT,11,M,N,N,0,Y,0
20469,LIGHT,LIGHT,11,F,Y,N,0,N,0
209798,LIGHT,LIGHT,11,F,N,N,0,Y,0
223198,LIGHT,DARK,11,F,Y,N,0,Y,0
41589,DARK,DARK,11,M,Y,N,0,N,0
41620,LIGHT,LIGHT,11,M,Y,N,0,N,0
4344,DARK,DARK,11,F,Y,N,0,N,0
8463,DARK,DARK,11,F,Y,N,0,N,0
115973,DARK,DARK,11,F,Y,N,0,N,0
2043,DARK,DARK,11,M,Y,N,0,N,0
21719,DARK,DARK,11,F,Y,N,0,N,0
221535,DARK,DARK,11,F,N,N,0,Y,0
24492,DARK,DARK,11,M,Y,N,0,N,0
2574,DARK,LIGHT,11,M,Y,N,0,N,0
27973,DARK,DARK,11,M,Y,N,0,N,0
79172,LIGHT,LIGHT,11,M,N,N,0,N,0
147902,DARK,DARK,11,F,Y,N,0,Y,0
16280,DARK,DARK,11,M,N,N,0,Y,0
17968,LIGHT,LIGHT,11,M,Y,N,0,N,0
2987,DARK,DARK,11,F,Y,N,0,N,0
7053,LIGHT,LIGHT,11,M,Y,N,0,N,0
7651,LIGHT,LIGHT,11,F,Y,N,0,N,0
10690,DARK,DARK,11,M,N,N,0,N,0
11233,DARK,DARK,11,F,Y,N,0,N,0
14052,DARK,DARK,11,F,Y,N,0,N,0
5146,LIGHT,LIGHT,11,F,Y,N,0,N,0
108796,DARK,DARK,11,M,Y,N,0,N,0
28860,LIGHT,LIGHT,11,M,Y,N,0,N,0
665,LIGHT,LIGHT,11,M,Y,N,0,N,0
1702,DARK,DARK,11,M,Y,N,0,N,0
17816,DARK,DARK,11,F,Y,N,0,N,0
236321,DARK,LIGHT,11,M,N,N,0,Y,0
40280,LIGHT,LIGHT,11,F,Y,N,0,N,0
4081,LIGHT,LIGHT,11,F,Y,N,0,N,0
4487,DARK,LIGHT,11,M,Y,N,0,N,0
159897,LIGHT,LIGHT,11,F,Y,N,0,Y,0
1744,LIGHT,LIGHT,11,M,N,N,0,N,0
18184,LIGHT,LIGHT,11,F,N,N,0,N,0
24779,DARK,LIGHT,11,F,Y,N,0,N,0
30022,DARK,DARK,11,F,Y,N,0,N,0
39851,DARK,DARK,11,F,Y,N,0,N,0
40963,LIGHT,LIGHT,11,F,N,N,0,Y,0
41044,DARK,DARK,11,F,N,N,0,N,0
9218,DARK,LIGHT,11,F,Y,N,0,N,0
1127,LIGHT,LIGHT,11,F,Y,N,0,N,0
23724,DARK,DARK,11,M,N,N,0,N,0
25585,DARK,DARK,11,F,Y,N,0,N,0
4337,LIGHT,LIGHT,11,M,Y,N,0,N,0
44271,DARK,DARK,11,M,Y,N,0,N,0
1183,LIGHT,LIGHT,11,F,Y,N,0,N,0
15849,DARK,DARK,11,M,Y,N,0,N,0
21088,LIGHT,LIGHT,11,M,Y,N,0,N,0
23951,DARK,DARK,11,M,Y,N,0,N,0
7997,DARK,DARK,11,M,N,N,0,N,0
15009,DARK,DARK,11,F,Y,N,0,N,0
226009,LIGHT,LIGHT,11,M,N,N,0,Y,0
26351,DARK,LIGHT,11,M,Y,N,0,N,0
42910,DARK,LIGHT,11,F,N,N,0,N,0
623,LIGHT,LIGHT,11,M,N,N,0,N,0
6511,LIGHT,LIGHT,11,F,Y,N,0,N,0
8905,DARK,DARK,11,M,N,N,0,N,0
9711,LIGHT,LIGHT,11,M,Y,N,0,N,0
13987,DARK,DARK,11,F,Y,N,0,N,0
14153,LIGHT,LIGHT,11,F,Y,N,0,N,0
21953,DARK,DARK,11,F,Y,N,0,N,0
44203,DARK,LIGHT,11,F,Y,N,0,N,0
860,LIGHT,LIGHT,11,M,Y,N,0,N,0
97918,DARK,DARK,11,F,N,N,0,N,0
105723,DARK,LIGHT,11,M,Y,N,0,Y,0
117602,DARK,LIGHT,11,F,Y,N,0,Y,0
12803,LIGHT,LIGHT,11,M,Y,N,0,N,0
138869,LIGHT,LIGHT,11,M,Y,N,0,Y,0
154636,LIGHT,LIGHT,11,F,Y,N,0,Y,0
3381,DARK,DARK,11,F,Y,N,0,N,0
86008,LIGHT,LIGHT,11,F,N,N,0,N,0
11476,DARK,LIGHT,11,F,Y,N,0,N,0
204114,DARK,LIGHT,11,F,Y,N,0,Y,0
42471,LIGHT,LIGHT,11,F,Y,N,0,Y,0
45372,DARK,LIGHT,11,F,Y,N,0,N,0
4574,LIGHT,LIGHT,11,M,N,N,0,N,0
9435,DARK,DARK,11,F,N,N,0,N,0
112350,LIGHT,DARK,11,M,Y,N,0,N,0
114585,DARK,DARK,11,F,N,N,0,N,0
220182,DARK,DARK,11,F,Y,N,0,Y,0
500,DARK,DARK,11,M,N,N,0,N,0
1044,DARK,DARK,11,F,Y,N,0,N,0
117215,DARK,LIGHT,11,M,Y,N,0,N,0
173,DARK,DARK,11,F,Y,N,0,N,0
17853,LIGHT,LIGHT,11,F,Y,N,0,N,0
18062,LIGHT,LIGHT,11,M,Y,N,0,N,0
191345,LIGHT,LIGHT,11,F,N,N,0,Y,0
234808,LIGHT,LIGHT,11,M,N,N,0,Y,0
5591,DARK,DARK,11,F,Y,N,0,N,0
643,DARK,DARK,11,M,N,N,0,N,0
92718,LIGHT,LIGHT,11,M,Y,N,0,Y,0
129191,LIGHT,LIGHT,11,M,Y,N,0,Y,0
13804,DARK,DARK,11,M,Y,N,0,N,0
16208,LIGHT,LIGHT,11,F,Y,N,0,N,0
232990,LIGHT,DARK,11,M,Y,N,0,Y,0
26606,DARK,LIGHT,11,F,Y,N,0,N,0
26748,DARK,DARK,11,F,Y,N,0,N,0
93326,LIGHT,LIGHT,11,M,Y,N,0,N,0
10081,DARK,DARK,11,M,Y,N,0,N,0
20659,DARK,DARK,11,M,Y,N,0,N,0
224757,LIGHT,LIGHT,11,F,Y,N,0,Y,0
27172,DARK,DARK,11,M,N,N,0,N,0
43812,DARK,LIGHT,11,M,N,N,0,N,0
5208,DARK,LIGHT,11,F,Y,N,0,N,0
6592,DARK,DARK,11,M,Y,N,0,N,0
11561,LIGHT,LIGHT,11,M,N,N,0,N,0
12576,DARK,DARK,11,M,Y,N,0,N,0
129051,LIGHT,LIGHT,11,F,Y,N,0,Y,0
146982,DARK,DARK,11,M,Y,N,0,Y,0
236076,DARK,LIGHT,11,F,N,N,0,Y,0
27522,LIGHT,LIGHT,11,F,Y,N,0,N,0
40108,LIGHT,LIGHT,11,F,Y,N,0,N,0
5066,DARK,DARK,11,F,Y,N,0,N,0
5201,DARK,DARK,11,F,Y,N,0,N,0
1313,LIGHT,LIGHT,11,M,N,N,0,N,0
138790,LIGHT,LIGHT,11,M,N,N,0,Y,0
19079,DARK,DARK,11,M,N,N,0,N,0
232669,LIGHT,LIGHT,11,M,N,N,0,Y,0
233290,LIGHT,LIGHT,11,M,N,N,0,Y,0
235543,LIGHT,LIGHT,11,M,N,N,0,Y,0
4064,DARK,DARK,11,F,Y,N,0,N,0
4750,LIGHT,LIGHT,11,M,Y,N,0,N,0
10663,DARK,DARK,11,M,N,N,0,N,0
113560,DARK,LIGHT,11,M,Y,N,0,Y,0
20658,DARK,DARK,11,M,Y,N,0,N,0
20886,LIGHT,LIGHT,11,M,Y,N,0,N,0
237206,LIGHT,LIGHT,11,F,N,N,0,Y,0
24725,LIGHT,LIGHT,11,F,Y,N,0,N,0
922,DARK,DARK,11,F,Y,N,0,N,0
123612,LIGHT,LIGHT,11,F,Y,N,0,Y,0
154994,DARK,DARK,11,F,N,N,0,Y,0
26779,DARK,DARK,11,M,Y,N,0,N,0
322,LIGHT,LIGHT,11,F,Y,N,0,N,0
135687,DARK,LIGHT,11,M,Y,N,0,Y,0
14039,LIGHT,LIGHT,11,F,Y,N,0,N,0
20627,DARK,DARK,11,F,N,N,0,N,0
22798,DARK,DARK,11,M,Y,N,0,N,0
2401,LIGHT,LIGHT,11,M,N,N,0,N,0
24368,DARK,DARK,11,F,Y,N,0,N,0
27404,LIGHT,LIGHT,11,M,Y,N,0,N,0
3569,LIGHT,LIGHT,11,F,Y,N,0,N,0
15909,LIGHT,LIGHT,11,F,Y,N,0,N,0
183133,DARK,DARK,11,M,N,N,0,Y,0
27078,DARK,LIGHT,11,M,Y,N,0,N,0
30066,LIGHT,LIGHT,11,M,N,N,0,N,0
44326,LIGHT,LIGHT,11,M,Y,N,0,N,0
10106,DARK,LIGHT,11,M,Y,N,0,N,0
20602,LIGHT,LIGHT,11,M,Y,N,0,N,0
237328,DARK,DARK,11,F,Y,N,0,Y,0
25755,DARK,DARK,11,M,Y,N,0,N,0
93325,LIGHT,LIGHT,11,F,Y,N,0,N,0
10102,LIGHT,LIGHT,11,F,N,N,0,N,0
148523,LIGHT,LIGHT,11,M,Y,N,0,Y,0
27389,DARK,DARK,11,F,Y,N,0,N,0
4588,LIGHT,LIGHT,11,M,Y,N,0,N,0
5685,DARK,DARK,11,M,N,N,0,N,0
624,LIGHT,LIGHT,11,M,N,N,0,N,0
9574,LIGHT,LIGHT,11,M,N,N,0,N,0
118503,LIGHT,LIGHT,11,M,Y,N,0,Y,0
16188,DARK,DARK,11,M,N,N,0,N,0
26708,LIGHT,LIGHT,11,F,Y,N,0,Y,0
3030,LIGHT,LIGHT,11,M,Y,N,0,N,0
30640,DARK,DARK,11,F,Y,N,0,N,0
3317,LIGHT,LIGHT,11,F,Y,N,0,N,0
3671,LIGHT,LIGHT,11,F,Y,N,0,N,0
3831,LIGHT,LIGHT,11,M,Y,N,0,N,0
9674,DARK,DARK,11,F,Y,N,0,N,0
11955,LIGHT,LIGHT,11,F,Y,N,0,N,0
152273,DARK,LIGHT,11,M,Y,N,0,Y,0
227616,DARK,DARK,11,M,N,N,0,Y,0
227692,DARK,LIGHT,11,F,N,N,0,Y,0
25411,LIGHT,LIGHT,11,F,N,N,0,N,0
145922,LIGHT,LIGHT,11,M,Y,N,0,Y,0
147262,DARK,LIGHT,11,F,Y,N,0,Y,0
15599,LIGHT,LIGHT,11,F,Y,N,0,N,0
15779,LIGHT,LIGHT,11,F,Y,N,0,N,0
15842,DARK,DARK,11,M,N,N,0,N,0
28615,LIGHT,LIGHT,11,F,Y,N,0,N,0
30737,DARK,DARK,11,F,Y,N,0,Y,0
4230,DARK,DARK,11,M,Y,N,0,N,0
44533,LIGHT,LIGHT,11,F,Y,N,0,N,0
8193,LIGHT,LIGHT,11,M,Y,N,0,N,0
152453,DARK,DARK,11,F,Y,N,0,Y,0
19932,DARK,DARK,11,F,Y,N,0,N,0
227322,LIGHT,DARK,11,M,Y,N,0,Y,0
231415,DARK,DARK,11,F,N,N,0,Y,0
3768,DARK,DARK,11,M,N,N,0,N,0
646,DARK,DARK,11,F,Y,N,0,N,0
98629,LIGHT,LIGHT,11,M,N,N,0,N,0
10383,DARK,LIGHT,11,M,Y,N,0,N,0
107200,LIGHT,LIGHT,11,M,Y,N,0,Y,0
14260,DARK,LIGHT,11,F,Y,N,0,N,0
14287,LIGHT,LIGHT,11,F,Y,N,0,N,0
230361,LIGHT,DARK,11,M,N,N,0,Y,0
23760,DARK,LIGHT,11,F,Y,N,0,N,0
27483,LIGHT,LIGHT,11,F,Y,N,0,N,0
561,DARK,DARK,11,M,Y,N,0,N,0
23070,LIGHT,LIGHT,11,M,Y,N,0,N,0
101043,DARK,DARK,11,M,Y,N,0,N,0
196025,DARK,LIGHT,11,F,Y,N,0,Y,0
2120,LIGHT,LIGHT,11,F,Y,N,0,N,0
21661,DARK,DARK,11,F,Y,N,0,N,0
226110,DARK,DARK,11,F,Y,N,0,Y,0
24572,LIGHT,LIGHT,11,M,N,N,0,N,0
41433,LIGHT,LIGHT,11,F,Y,N,0,Y,0
454,LIGHT,LIGHT,11,F,Y,N,0,N,0
79628,LIGHT,LIGHT,11,M,N,N,0,Y,0
9277,DARK,DARK,11,F,N,N,0,N,0
100822,LIGHT,LIGHT,11,F,Y,N,0,N,0
203384,LIGHT,DARK,11,F,Y,N,0,Y,0
20678,DARK,LIGHT,11,M,Y,N,0,N,0
220398,LIGHT,LIGHT,11,F,Y,N,0,Y,0
23168,DARK,DARK,11,F,Y,N,0,N,0
27402,DARK,DARK,11,F,N,N,0,Y,0
4861,DARK,DARK,11,F,Y,N,0,N,0
87831,LIGHT,LIGHT,11,F,N,N,0,N,0
25898,DARK,DARK,11,M,Y,N,0,N,0
2815,DARK,LIGHT,11,F,N,N,0,N,0
4541,DARK,LIGHT,11,F,Y,N,0,N,0
5751,DARK,DARK,11,F,Y,N,0,N,0
1590,DARK,LIGHT,11,F,Y,N,0,N,0
18436,LIGHT,LIGHT,11,F,Y,N,0,N,0
18516,DARK,DARK,11,F,Y,N,0,N,0
233600,LIGHT,LIGHT,11,F,Y,N,0,Y,0
6410,LIGHT,LIGHT,11,F,Y,N,0,N,0
86069,DARK,DARK,11,M,Y,N,0,N,0
86212,DARK,DARK,11,F,Y,N,0,N,0
138589,LIGHT,LIGHT,11,M,Y,N,0,Y,0
27160,DARK,LIGHT,11,F,Y,N,0,N,0
3116,LIGHT,LIGHT,11,M,Y,N,0,N,0
40719,LIGHT,LIGHT,11,F,Y,N,0,Y,0
43689,DARK,DARK,11,M,Y,N,0,N,0
4774,DARK,DARK,11,M,N,N,0,N,0
12594,DARK,LIGHT,11,M,N,N,0,N,0
224969,DARK,DARK,11,M,N,N,0,Y,0
5241,DARK,DARK,11,M,Y,N,0,N,0
28592,DARK,DARK,11,M,N,N,0,N,0
3596,LIGHT,LIGHT,11,M,Y,N,0,N,0
4628,DARK,DARK,11,F,N,N,0,N,0
4724,LIGHT,LIGHT,11,F,N,N,0,N,0
106627,LIGHT,LIGHT,11,M,Y,N,0,N,0
17933,DARK,DARK,11,F,Y,N,0,N,0
3991,LIGHT,LIGHT,11,F,Y,N,0,N,0
42094,DARK,LIGHT,11,F,Y,N,0,N,0
4393,LIGHT,LIGHT,11,F,Y,N,0,N,0
10550,LIGHT,LIGHT,11,M,Y,N,0,N,0
16285,DARK,DARK,11,F,Y,N,0,N,0
27564,LIGHT,LIGHT,11,F,Y,N,0,N,0
86248,LIGHT,LIGHT,11,F,Y,N,0,N,0
100319,DARK,LIGHT,11,M,N,N,0,N,0
196218,LIGHT,LIGHT,11,M,Y,N,0,Y,0
230339,LIGHT,DARK,11,M,N,N,0,Y,0
83292,DARK,LIGHT,11,F,Y,N,0,Y,0
12018,LIGHT,LIGHT,11,M,Y,N,0,N,0
13958,DARK,DARK,11,M,N,N,0,Y,0
140618,DARK,LIGHT,11,F,Y,N,0,Y,0
21018,LIGHT,LIGHT,11,M,N,N,0,N,0
213501,LIGHT,LIGHT,11,F,Y,N,0,Y,0
113321,LIGHT,LIGHT,11,F,Y,N,0,N,0
27859,DARK,DARK,11,F,Y,N,0,N,0
8104,LIGHT,LIGHT,11,M,N,N,0,N,0
87074,DARK,DARK,11,F,N,N,0,N,0
1229,LIGHT,LIGHT,11,F,Y,N,0,N,0
13917,LIGHT,LIGHT,11,F,Y,N,0,N,0
14084,LIGHT,LIGHT,11,F,Y,N,0,N,0
20717,DARK,DARK,11,F,Y,N,0,N,0
23837,LIGHT,LIGHT,11,M,Y,N,0,N,0
2764,LIGHT,LIGHT,11,M,Y,N,0,N,0
3561,DARK,LIGHT,11,M,Y,N,0,N,0
4332,DARK,DARK,11,M,N,N,0,N,0
220209,LIGHT,LIGHT,11,F,Y,N,0,Y,0
236469,LIGHT,DARK,11,F,N,N,0,Y,0
28296,DARK,DARK,11,F,Y,N,0,N,0
41618,DARK,DARK,11,M,N,N,0,N,0
109762,LIGHT,LIGHT,11,M,Y,N,0,Y,0
110651,DARK,DARK,11,M,Y,N,0,N,0
212599,LIGHT,LIGHT,11,F,Y,N,0,Y,0
26051,DARK,DARK,11,M,Y,N,0,N,0
3810,DARK,DARK,11,M,Y,N,0,N,0
16305,DARK,DARK,11,M,N,N,0,Y,0
181,LIGHT,LIGHT,11,F,Y,N,0,N,0
188364,DARK,DARK,11,F,Y,N,0,Y,0
20963,LIGHT,LIGHT,11,M,Y,N,0,N,0
211433,DARK,LIGHT,11,M,N,N,0,Y,0
230662,LIGHT,LIGHT,11,M,N,N,0,Y,0
9502,DARK,DARK,11,F,Y,N,0,N,0
1119,DARK,DARK,11,F,Y,N,0,N,0
12253,DARK,DARK,11,F,N,N,0,N,0
1552,DARK,DARK,11,F,Y,N,0,N,0
231772,DARK,LIGHT,11,M,Y,N,0,Y,0
2320,DARK,DARK,11,M,Y,N,0,N,0
39443,DARK,DARK,11,M,Y,N,0,Y,0
100376,LIGHT,LIGHT,11,F,Y,N,0,Y,0
115993,LIGHT,LIGHT,11,F,Y,N,0,Y,0
209895,DARK,DARK,11,M,N,N,0,Y,0
43561,LIGHT,LIGHT,11,F,Y,N,0,N,0
4793,DARK,DARK,11,M,N,N,0,N,0
100836,DARK,DARK,11,M,Y,N,0,N,0
10155,DARK,LIGHT,11,F,Y,N,0,N,0
1019,DARK,DARK,11,F,N,N,0,N,0
12606,LIGHT,LIGHT,11,M,N,N,0,Y,0
13131,DARK,DARK,11,F,Y,N,0,N,0
136030,LIGHT,LIGHT,11,M,N,N,0,Y,0
13684,LIGHT,LIGHT,11,M,Y,N,0,N,0
142940,LIGHT,LIGHT,11,M,Y,N,0,Y,0
1573,LIGHT,LIGHT,11,M,Y,N,0,N,0
16331,LIGHT,LIGHT,11,M,N,N,0,N,0
18317,LIGHT,LIGHT,11,M,N,N,0,N,0
225951,DARK,LIGHT,11,M,N,N,0,Y,0
23305,DARK,DARK,11,M,N,N,0,N,0
24981,DARK,DARK,11,F,Y,N,0,N,0
2878,LIGHT,LIGHT,11,F,Y,N,0,N,0
4168,LIGHT,LIGHT,11,M,Y,N,0,N,0
43126,DARK,DARK,11,M,Y,N,0,N,0
6089,LIGHT,LIGHT,11,F,Y,N,0,N,0
97264,DARK,DARK,11,M,Y,N,0,N,0
105785,DARK,DARK,11,M,N,N,0,N,0
11568,DARK,LIGHT,11,F,Y,N,0,N,0
134506,DARK,DARK,11,F,Y,N,0,Y,0
22321,DARK,DARK,11,F,Y,N,0,N,0
23129,DARK,LIGHT,11,F,Y,N,0,N,0
4254,DARK,DARK,11,M,N,N,0,N,0
426,DARK,DARK,11,M,Y,N,0,N,0
1198,DARK,DARK,11,M,N,N,0,Y,0
14142,LIGHT,LIGHT,11,M,N,N,0,N,0
162346,LIGHT,LIGHT,11,M,Y,N,0,Y,0
2602,LIGHT,LIGHT,11,M,N,N,0,N,0
6735,LIGHT,LIGHT,11,F,Y,N,0,N,0
116237,LIGHT,DARK,11,F,Y,N,0,Y,0
16084,DARK,DARK,11,F,Y,N,0,N,0
201353,LIGHT,DARK,11,F,N,N,0,Y,0
220687,LIGHT,LIGHT,11,M,Y,N,0,Y,0
234586,DARK,DARK,11,F,N,N,0,Y,0
40527,LIGHT,LIGHT,11,M,Y,N,0,N,0
10063,DARK,DARK,11,F,Y,N,0,N,0
108640,DARK,LIGHT,11,F,N,N,0,Y,0
235604,LIGHT,LIGHT,11,M,N,N,0,Y,0
41924,LIGHT,LIGHT,11,M,Y,N,0,N,0
5945,LIGHT,LIGHT,11,M,Y,N,0,N,0
82551,LIGHT,LIGHT,11,M,Y,N,0,N,0
87751,LIGHT,LIGHT,11,F,Y,N,0,N,0
10843,LIGHT,LIGHT,11,M,N,N,0,N,0
1166,DARK,DARK,11,F,Y,N,0,N,0
15357,DARK,DARK,11,M,Y,N,0,N,0
2154,LIGHT,LIGHT,11,F,Y,N,0,N,0
22816,DARK,DARK,11,M,Y,N,0,N,0
3284,DARK,DARK,11,M,Y,N,0,N,0
4292,LIGHT,LIGHT,11,M,Y,N,0,N,0
696,DARK,LIGHT,11,M,Y,N,0,N,0
99809,LIGHT,LIGHT,11,F,Y,N,0,Y,0
100557,DARK,DARK,11,F,Y,N,0,Y,0
11482,DARK,DARK,11,M,Y,N,0,N,0
12624,DARK,DARK,11,F,Y,N,0,N,0
192084,DARK,LIGHT,11,F,Y,N,0,Y,0
225938,LIGHT,LIGHT,11,M,N,N,0,Y,0
228183,DARK,LIGHT,11,F,Y,N,0,Y,0
27076,LIGHT,LIGHT,11,M,Y,N,0,N,0
27309,DARK,LIGHT,11,F,Y,N,0,N,0
43719,DARK,DARK,11,M,N,N,0,N,0
5477,LIGHT,LIGHT,11,M,N,N,0,N,0
85248,DARK,LIGHT,11,M,Y,N,0,N,0
97019,DARK,DARK,11,M,Y,N,0,N,0
28540,LIGHT,LIGHT,11,M,Y,N,0,N,0
3513,DARK,DARK,11,M,N,N,0,N,0
3637,DARK,DARK,11,F,Y,N,0,N,0
103065,LIGHT,LIGHT,11,M,Y,N,0,N,0
1197,LIGHT,LIGHT,11,M,N,N,0,N,0
152673,LIGHT,LIGHT,11,M,Y,N,0,Y,0
3567,LIGHT,LIGHT,11,M,Y,N,0,N,0
587,LIGHT,LIGHT,11,F,N,N,0,N,0
1350,DARK,DARK,11,M,Y,N,0,N,0
100679,LIGHT,LIGHT,11,M,Y,N,0,Y,0
220604,DARK,LIGHT,11,F,N,N,0,Y,0
25420,DARK,DARK,11,F,Y,N,0,N,0
27738,DARK,DARK,11,F,Y,N,0,N,0
79821,LIGHT,LIGHT,11,M,Y,N,0,Y,0
117786,LIGHT,LIGHT,11,F,N,N,0,Y,0
152653,LIGHT,LIGHT,11,M,Y,N,0,Y,0
26877,LIGHT,LIGHT,11,M,Y,N,0,N,0
27681,DARK,DARK,11,F,Y,N,0,N,0
12609,DARK,DARK,11,M,N,N,0,N,0
235801,LIGHT,LIGHT,11,M,Y,N,0,Y,0
2427,DARK,DARK,11,F,Y,N,0,N,0
25429,DARK,LIGHT,11,M,Y,N,0,N,0
25553,LIGHT,LIGHT,11,M,Y,N,0,N,0
26663,DARK,DARK,11,F,Y,N,0,N,0
4152,DARK,LIGHT,11,M,Y,N,0,N,0
4423,DARK,DARK,11,F,Y,N,0,N,0
106278,LIGHT,DARK,11,M,Y,N,0,N,0
16206,DARK,LIGHT,11,F,Y,N,0,N,0
238307,DARK,DARK,11,F,N,N,0,N,0
2424,DARK,DARK,11,F,N,N,0,N,0
44563,DARK,LIGHT,11,M,N,N,0,N,0
78659,LIGHT,LIGHT,11,F,Y,N,0,N,0
8781,DARK,DARK,11,F,Y,N,0,N,0
8948,DARK,LIGHT,11,F,Y,N,0,N,0
2196,LIGHT,LIGHT,11,F,Y,N,0,N,0
25487,DARK,DARK,11,M,Y,N,0,N,0
3260,LIGHT,LIGHT,11,M,Y,N,0,N,0
98310,LIGHT,LIGHT,11,F,Y,N,0,N,0
98650,DARK,DARK,11,F,Y,N,0,N,0
16592,LIGHT,LIGHT,11,M,N,N,0,Y,0
221953,DARK,LIGHT,11,M,N,N,0,Y,0
223432,DARK,LIGHT,11,F,Y,N,0,Y,0
6870,DARK,DARK,11,M,Y,N,0,N,0
9755,DARK,LIGHT,11,F,Y,N,0,N,0
13502,LIGHT,LIGHT,11,F,Y,N,0,N,0
13505,DARK,DARK,11,F,Y,N,0,N,0
14333,DARK,DARK,11,F,N,N,0,Y,0
223701,DARK,LIGHT,11,M,N,N,0,Y,0
43934,DARK,DARK,11,F,Y,N,0,N,0
96978,LIGHT,LIGHT,11,M,Y,N,0,Y,0
14281,DARK,DARK,11,F,Y,N,0,N,0
17892,LIGHT,LIGHT,11,M,Y,N,0,N,0
7431,LIGHT,LIGHT,11,F,N,N,0,N,0
11671,DARK,DARK,11,F,N,N,0,N,0
220439,DARK,LIGHT,11,M,N,N,0,Y,0
3070,LIGHT,LIGHT,11,M,N,N,0,N,0
43027,DARK,LIGHT,11,M,Y,N,0,Y,0
6039,LIGHT,LIGHT,11,F,Y,N,0,N,0
8903,DARK,DARK,11,F,Y,N,0,N,0
98363,LIGHT,LIGHT,11,F,Y,N,0,N,0
108235,LIGHT,LIGHT,11,F,Y,N,0,N,0
14909,LIGHT,LIGHT,11,M,Y,N,0,N,0
15804,DARK,DARK,11,F,Y,N,0,N,0
21485,LIGHT,LIGHT,11,M,Y,N,0,N,0
29484,LIGHT,LIGHT,11,F,Y,N,0,N,0
13136,DARK,DARK,11,F,Y,N,0,N,0
1990,LIGHT,LIGHT,11,F,Y,N,0,N,0
17865,LIGHT,LIGHT,11,M,Y,N,0,N,0
